ID,Name,Level,Subject,SubjID,Date,Attendance,Score
S0563,Austin Tiffany Strickland,Senior,Math,MATH101,11/11/2023,Present,86
S1427,Matthew Ashley Harris,Freshman,Physics,PHYS101,9/17/2023,Excused,58
S0871,Andrew Jose Acosta,Freshman,Math,MATH101,8/24/2023,Late,61
S1139,Megan Logan Odom,Freshman,Math,MATH101,6/25/2023,Absent,63
S1354,Marcus Jodi Whitehead,Junior,Biology,BIO101,6/8/2023,Absent,50
S0776,Amber Cameron Mcdonald,Junior,Math,MATH101,2/3/2023,Late,79
S0095,Karen Bianca Smith,Freshman,Math,MATH101,1/1/2023,Absent,67
S0978,Phillip Patricia Rodriguez,Junior,Math,MATH101,3/17/2023,Excused,93
S0362,Autumn Edward Liu,Freshman,Biology,BIO101,1/2/2023,Excused,84
S0280,William Heather Smith,Freshman,Chemistry,CHEM101,4/8/2023,Absent,91
S1829,Scott Jermaine Mejia,Junior,Chemistry,CHEM101,12/21/2023,Present,100
S1618,Alexander Natasha Ball,Freshman,Chemistry,CHEM101,9/19/2023,Present,93
S1698,Juan Lori Carrillo,Freshman,Math,MATH101,11/25/2023,Late,87
S1599,Abigail Lori Oneill,Freshman,English,ENG101,5/16/2023,Excused,77
S0217,Steven Anthony Gibson,Freshman,Chemistry,CHEM101,12/26/2023,Excused,90
S1551,Jonathan Robert Alexander,Junior,Physics,PHYS101,4/15/2023,Present,85
S0800,Michelle Justin Lutz,Sophomore,Physics,PHYS101,5/15/2023,Late,56
S1605,Kevin William Mckinney,Sophomore,Physics,PHYS101,12/21/2023,Absent,71
S1564,Kenneth Nicole Stevens,Sophomore,Biology,BIO101,1/12/2023,Excused,68
S1867,Gerald Dominic Chapman,Sophomore,Biology,BIO101,9/1/2023,Excused,93
S0729,Lisa Michelle Spears,Junior,Chemistry,CHEM101,11/7/2023,Present,52
S0652,Michele Edward Harrison,Freshman,Biology,BIO101,7/17/2023,Present,76
S0205,Jennifer David James,Junior,Math,MATH101,10/29/2023,Present,56
S1985,Nancy Jean Rowe,Junior,Chemistry,CHEM101,6/18/2023,Present,75
S0718,Krystal Eric Lopez,Sophomore,Physics,PHYS101,6/13/2023,Present,59
S1152,Terri Christopher Smith,Senior,Math,MATH101,4/19/2023,Excused,83
S0146,Robert Courtney Mcdonald,Senior,Biology,BIO101,8/20/2023,Present,94
S0328,Philip Mark Nguyen,Sophomore,Biology,BIO101,6/19/2023,Excused,55
S0741,Dillon Beth Landry,Sophomore,Math,MATH101,11/8/2023,Present,82
S1584,Meredith Jesse Kim,Sophomore,English,ENG101,4/19/2023,Absent,52
S1537,James Scott Vazquez,Freshman,Biology,BIO101,6/13/2023,Present,85
S1159,Derrick Tanner Cortez,Senior,Math,MATH101,7/16/2023,Late,85
S1869,Sara Krista Smith,Junior,Chemistry,CHEM101,7/21/2023,Late,95
S1298,Erika Daniel Fischer,Sophomore,Chemistry,CHEM101,2/11/2023,Present,63
S0700,David Arthur Webster,Senior,Biology,BIO101,10/5/2023,Absent,89
S0898,Robert Amy Flores,Junior,Chemistry,CHEM101,4/19/2023,Absent,98
S1202,Jeremy Nicole Gonzales,Freshman,English,ENG101,10/19/2023,Present,65
S0126,Sarah Caitlin Miller,Sophomore,Chemistry,CHEM101,3/13/2023,Excused,89
S1573,Crystal Jennifer Alvarado,Junior,Biology,BIO101,12/29/2023,Late,67
S0553,Jill Dawn Gomez,Freshman,English,ENG101,8/18/2023,Late,56
S0186,Gregg Jeffrey Jensen,Junior,Math,MATH101,6/19/2023,Excused,72
S1655,Alan Julie Myers,Sophomore,Chemistry,CHEM101,9/11/2023,Excused,95
S0180,John David Bradley,Junior,Physics,PHYS101,2/21/2023,Absent,100
S1108,Dave Kelsey Robinson,Junior,Biology,BIO101,6/17/2023,Late,89
S0405,Daniel David Jacobs,Senior,Chemistry,CHEM101,2/13/2023,Present,62
S1534,Jason Molly Sherman,Junior,Biology,BIO101,2/20/2023,Late,61
S1523,Brett Christopher Sullivan,Sophomore,Biology,BIO101,2/9/2023,Present,97
S0178,Jeremy Aaron Taylor,Senior,English,ENG101,6/26/2023,Absent,55
S0823,Randy Jason Hardin,Junior,Biology,BIO101,2/15/2023,Excused,53
S0739,Mary Anna Khan,Senior,Physics,PHYS101,6/19/2023,Late,59
S0980,Nicholas Kristen Nguyen,Freshman,Biology,BIO101,1/11/2023,Late,54
S0781,Stephen Amanda Martinez,Freshman,Chemistry,CHEM101,12/3/2023,Late,96
S1847,Michael Jonathan Holmes,Sophomore,Biology,BIO101,3/26/2023,Excused,85
S1097,Timothy Tonya Nichols,Freshman,Physics,PHYS101,11/1/2023,Present,55
S1357,Dana Luis Gallegos,Junior,Chemistry,CHEM101,11/28/2023,Late,86
S0357,Kelly Andrea Lopez,Sophomore,Math,MATH101,3/10/2023,Excused,69
S1524,Steven Donald Dixon,Sophomore,Physics,PHYS101,2/14/2023,Late,86
S1361,James Patricia Lynch,Senior,English,ENG101,12/28/2023,Late,60
S1567,Tina Susan Stuart,Junior,Physics,PHYS101,5/8/2023,Excused,61
S0268,Patricia David Mcdaniel,Senior,Physics,PHYS101,6/8/2023,Late,56
S0554,Erik Lisa King,Junior,Chemistry,CHEM101,10/17/2023,Excused,63
S0806,Alexander Jacob Gonzales,Senior,Chemistry,CHEM101,6/15/2023,Present,52
S1652,Terri Samantha Fernandez,Sophomore,Physics,PHYS101,3/21/2023,Late,85
S0183,William Sara Booker,Freshman,Physics,PHYS101,9/20/2023,Excused,66
S0676,Krista Nicole Bryant,Freshman,English,ENG101,4/28/2023,Present,79
S1357,Dana Luis Gallegos,Junior,Physics,PHYS101,10/17/2023,Late,72
S1261,David Justin Bradley,Senior,Chemistry,CHEM101,8/14/2023,Absent,75
S0204,Stacey William Gardner,Senior,Biology,BIO101,12/30/2023,Late,66
S1605,Kevin William Mckinney,Sophomore,English,ENG101,9/5/2023,Absent,96
S1405,Kristin Jennifer Powell,Senior,Chemistry,CHEM101,9/6/2023,Excused,62
S1793,Phillip Jimmy Schneider,Junior,English,ENG101,5/25/2023,Present,63
S0121,Justin Kelli Bishop,Sophomore,Chemistry,CHEM101,8/27/2023,Absent,99
S1896,Gregory Sarah Evans,Freshman,Math,MATH101,11/15/2023,Absent,65
S1300,Samantha Clayton King,Senior,Physics,PHYS101,11/8/2023,Present,68
S0834,Susan Andrew Landry,Senior,Biology,BIO101,3/11/2023,Absent,50
S1610,Stephanie Jose Mccormick,Sophomore,English,ENG101,8/19/2023,Present,72
S1929,Suzanne Holly Torres,Sophomore,English,ENG101,5/16/2023,Present,64
S0697,John Heather Vang,Senior,Biology,BIO101,4/17/2023,Late,76
S1421,Christopher Aaron Haas,Freshman,Physics,PHYS101,11/29/2023,Excused,60
S1499,William Kayla Russell,Senior,English,ENG101,10/17/2023,Excused,93
S1713,Paul Keith Martinez,Senior,Biology,BIO101,11/8/2023,Present,79
S1267,David James Patterson,Junior,Biology,BIO101,12/17/2023,Late,93
S1766,Kathryn John Patel,Sophomore,Chemistry,CHEM101,1/14/2023,Late,52
S0117,Heather Justin Goodman,Freshman,Biology,BIO101,6/30/2023,Excused,82
S1909,Steven Edward Livingston,Junior,Chemistry,CHEM101,10/18/2023,Absent,74
S0532,Nicholas Jeremy Fisher,Junior,English,ENG101,5/25/2023,Late,95
S0736,Joseph Joseph Sherman,Junior,Chemistry,CHEM101,6/29/2023,Absent,77
S0602,Chad Daniel Wood,Junior,Biology,BIO101,1/19/2023,Absent,64
S0144,Anthony Jessica Beck,Sophomore,English,ENG101,1/20/2023,Present,55
S1364,Kyle Kevin Davis,Freshman,Math,MATH101,1/30/2023,Late,89
S1165,Jennifer Amy Mercado,Senior,Biology,BIO101,5/31/2023,Present,53
S0914,Mariah Jennifer Davis,Sophomore,Chemistry,CHEM101,5/5/2023,Late,90
S0530,Rebecca Denise Church,Junior,Math,MATH101,3/23/2023,Present,50
S1339,Ronald Stephen Brooks,Senior,Math,MATH101,2/7/2023,Present,80
S0820,Michelle David Chapman,Sophomore,Physics,PHYS101,7/11/2023,Present,93
S1294,Donna Daniel Owens,Senior,Chemistry,CHEM101,1/20/2023,Excused,83
S1593,John Joseph Barnett,Junior,Chemistry,CHEM101,9/28/2023,Absent,51
S0780,Timothy David Howard,Sophomore,Chemistry,CHEM101,6/21/2023,Late,68
S0558,Margaret Jennifer Christian,Freshman,Biology,BIO101,8/6/2023,Present,82
S1700,Tiffany Katherine Howell,Junior,Biology,BIO101,8/15/2023,Present,73
S1972,Tamara Lisa Chandler,Sophomore,Biology,BIO101,3/25/2023,Absent,71
S0228,Gregory Anna Mccarty,Freshman,Biology,BIO101,9/15/2023,Excused,50
S0651,Robin Maria Vargas,Senior,Biology,BIO101,6/22/2023,Late,79
S1018,Wanda Erik Valencia,Junior,Physics,PHYS101,2/5/2023,Absent,96
S0177,Brian Gregory Johnson,Freshman,Math,MATH101,1/2/2023,Present,91
S0536,George Amanda Johnson,Senior,Physics,PHYS101,2/18/2023,Present,79
S0968,Rachael Katie Williams,Sophomore,Chemistry,CHEM101,3/1/2023,Excused,84
S1383,Natalie Dale Meyer,Sophomore,Chemistry,CHEM101,2/22/2023,Absent,66
S0983,Jeffrey John Hall,Sophomore,Chemistry,CHEM101,9/13/2023,Present,96
S1988,Nancy Melissa Jensen,Junior,Biology,BIO101,2/17/2023,Absent,52
S0274,Monica Joseph Cooper,Freshman,Physics,PHYS101,11/1/2023,Present,79
S1746,Darrell Larry Ortiz,Senior,Math,MATH101,9/11/2023,Absent,88
S1248,Cindy Thomas Olson,Junior,English,ENG101,9/17/2023,Present,66
S1469,Shannon Jason Rodgers,Sophomore,Biology,BIO101,7/15/2023,Absent,84
S0909,Christine Sarah Carr,Freshman,Biology,BIO101,4/2/2023,Absent,98
S1321,Kayla Abigail Lewis,Freshman,English,ENG101,4/25/2023,Late,73
S0033,Abigail James Miller,Junior,Physics,PHYS101,6/24/2023,Excused,88
S0796,Karen Angela Martin,Junior,Math,MATH101,5/13/2023,Late,94
S1692,Joseph Jonathan Gill,Sophomore,Chemistry,CHEM101,8/15/2023,Late,86
S1880,Grace Kimberly Johnson,Sophomore,English,ENG101,1/29/2023,Absent,51
S0500,Cynthia Sabrina Fletcher,Freshman,Physics,PHYS101,8/13/2023,Absent,91
S0009,Paul Jermaine Velez,Freshman,Physics,PHYS101,2/5/2023,Excused,99
S0698,Marvin Sean Garrett,Junior,English,ENG101,2/5/2023,Late,80
S0749,Andrew Erika Harris,Sophomore,English,ENG101,2/17/2023,Present,76
S0260,Julie Ricardo Rogers,Senior,English,ENG101,10/29/2023,Late,71
S0270,Alexander Stacy Jackson,Senior,English,ENG101,12/17/2023,Excused,86
S0395,Matthew Deanna Jarvis,Freshman,Physics,PHYS101,1/30/2023,Absent,58
S1175,Patricia Angela Mitchell,Senior,Biology,BIO101,9/24/2023,Late,71
S0472,Katherine Monica Poole,Junior,Chemistry,CHEM101,9/29/2023,Present,84
S1744,Amanda Cynthia Grant,Senior,Chemistry,CHEM101,4/2/2023,Absent,81
S0451,Allen Grace Rodgers,Senior,Physics,PHYS101,3/22/2023,Excused,86
S0905,Harold Christopher Black,Senior,Physics,PHYS101,3/17/2023,Late,83
S0385,Kristi Andrew Johnson,Junior,Biology,BIO101,5/31/2023,Excused,95
S1684,David Michael Hanson,Senior,Math,MATH101,7/18/2023,Excused,86
S0476,Calvin Paul Mason,Junior,Chemistry,CHEM101,11/11/2023,Absent,84
S1801,Angela Caleb Salazar,Senior,Chemistry,CHEM101,9/28/2023,Present,100
S1533,Cody Jason Hamilton,Senior,English,ENG101,5/9/2023,Absent,50
S0968,Rachael Katie Williams,Sophomore,Biology,BIO101,11/25/2023,Absent,61
S1528,Lisa Kenneth Phillips,Senior,Math,MATH101,4/18/2023,Absent,72
S1317,Peter Michael Hernandez,Senior,Physics,PHYS101,3/28/2023,Present,86
S1838,James Mark Ochoa,Freshman,English,ENG101,1/13/2023,Late,66
S0285,Angel Paula Villarreal,Sophomore,Biology,BIO101,11/23/2023,Absent,83
S0964,Gary Jeff Benson,Junior,Physics,PHYS101,4/24/2023,Excused,88
S1900,Shane Amy Montoya,Senior,Chemistry,CHEM101,9/14/2023,Late,98
S1577,Joshua Sheila Smith,Freshman,Math,MATH101,2/13/2023,Present,90
S0391,Benjamin Brittany Lopez,Sophomore,Math,MATH101,3/10/2023,Excused,80
S1474,Mathew Jill Perez,Freshman,Chemistry,CHEM101,11/20/2023,Late,83
S1809,Brittany Neil Hess,Junior,Physics,PHYS101,7/8/2023,Late,53
S0901,Alex Jennifer Molina,Junior,Math,MATH101,6/19/2023,Excused,51
S1115,Rachel Stephen Price,Senior,Biology,BIO101,11/23/2023,Excused,56
S1810,John David Duffy,Senior,English,ENG101,5/11/2023,Late,94
S0114,George Timothy Edwards,Sophomore,Biology,BIO101,1/2/2023,Excused,96
S0310,Elaine David Phillips,Senior,Chemistry,CHEM101,9/15/2023,Present,82
S1662,Jeremy Christine Johnson,Senior,English,ENG101,1/5/2023,Present,74
S1433,William Sara Whitaker,Freshman,Math,MATH101,4/5/2023,Present,66
S0012,Robert Colin Melton,Sophomore,Math,MATH101,6/16/2023,Present,71
S0275,Patrick Theresa Berry,Junior,Chemistry,CHEM101,2/2/2023,Late,50
S0671,Evan Thomas Davies,Junior,English,ENG101,5/31/2023,Present,92
S0361,Robert Chelsea Mcintyre,Freshman,Physics,PHYS101,10/11/2023,Excused,96
S0681,Jordan David Luna,Sophomore,English,ENG101,1/19/2023,Excused,90
S0232,Douglas Eric Garcia,Senior,Math,MATH101,7/13/2023,Excused,84
S1848,William Sarah Evans,Freshman,Physics,PHYS101,1/5/2023,Late,51
S1184,Brittany Bryan Chandler,Freshman,Chemistry,CHEM101,8/14/2023,Absent,65
S1670,Christopher Brian Le,Senior,Chemistry,CHEM101,12/26/2023,Absent,63
S1345,Lauren Stephen Newman,Sophomore,Biology,BIO101,12/15/2023,Excused,68
S0779,Darrell Kimberly Torres,Sophomore,English,ENG101,12/13/2023,Excused,61
S1025,John Alisha Hall,Senior,Math,MATH101,10/1/2023,Present,62
S0341,Brandon Michael Gregory,Sophomore,Biology,BIO101,10/27/2023,Present,99
S0609,Kimberly Eric Garcia,Junior,Math,MATH101,7/25/2023,Absent,55
S0466,Jacqueline Arthur Rodriguez,Senior,Chemistry,CHEM101,2/14/2023,Late,60
S1787,Pamela Kristy Burton,Senior,Math,MATH101,4/17/2023,Late,69
S1751,Brian John Galvan,Junior,Chemistry,CHEM101,3/30/2023,Late,70
S1093,Christopher Jordan Wiggins,Freshman,English,ENG101,10/14/2023,Absent,50
S1185,Jonathan Melissa Sanford,Junior,Biology,BIO101,11/29/2023,Late,50
S0629,Elizabeth James Ramsey,Sophomore,Math,MATH101,5/12/2023,Late,60
S0072,Aaron Ryan Crosby,Senior,English,ENG101,6/2/2023,Late,94
S1119,Kelly Donna Villegas,Junior,Chemistry,CHEM101,11/28/2023,Excused,82
S0259,Alexander Clarence Davis,Sophomore,English,ENG101,6/1/2023,Late,84
S0560,Timothy Michael Bowers,Freshman,Math,MATH101,9/1/2023,Late,59
S0912,Kristen Tiffany Pope,Senior,Biology,BIO101,7/16/2023,Excused,75
S1972,Tamara Lisa Chandler,Sophomore,English,ENG101,3/12/2023,Present,97
S0968,Rachael Katie Williams,Sophomore,Math,MATH101,6/11/2023,Late,89
S0615,Joshua Brenda Gonzalez,Senior,Physics,PHYS101,10/6/2023,Late,57
S1726,John Adrian Mcmillan,Freshman,Chemistry,CHEM101,8/11/2023,Excused,71
S0620,Thomas Joseph Murphy,Senior,Chemistry,CHEM101,2/3/2023,Excused,96
S1502,Patricia Sharon Fischer,Junior,Physics,PHYS101,1/11/2023,Absent,64
S1907,Amanda Kelsey Marshall,Freshman,Math,MATH101,5/24/2023,Absent,54
S0996,Jennifer Carrie Young,Freshman,Physics,PHYS101,12/17/2023,Present,69
S0323,Ariel Michael Gonzalez,Sophomore,Biology,BIO101,8/21/2023,Present,50
S0939,Emily Brett Hansen,Sophomore,Physics,PHYS101,1/5/2023,Excused,78
S1776,Deanna William Fitzgerald,Sophomore,Math,MATH101,10/23/2023,Late,57
S0118,Brian Jason Smith,Junior,English,ENG101,12/22/2023,Absent,71
S1752,Joshua Austin Greene,Sophomore,English,ENG101,2/8/2023,Absent,83
S0342,Andrew Jessica Lopez,Junior,Biology,BIO101,7/1/2023,Absent,50
S0318,Mark Joseph Alexander,Junior,English,ENG101,3/9/2023,Absent,94
S0938,Teresa Steven Harrison,Senior,Physics,PHYS101,5/3/2023,Absent,54
S0954,Jennifer Thomas Walls,Sophomore,Chemistry,CHEM101,4/21/2023,Absent,90
S0147,Geoffrey Johnathan Hill,Sophomore,Biology,BIO101,5/28/2023,Absent,72
S1147,Lauren Sonya Hill,Freshman,Biology,BIO101,2/25/2023,Excused,93
S1918,Jack Scott Little,Freshman,Math,MATH101,11/12/2023,Present,91
S0117,Heather Justin Goodman,Freshman,English,ENG101,11/1/2023,Present,82
S1119,Kelly Donna Villegas,Junior,Chemistry,CHEM101,9/26/2023,Excused,73
S0572,Cody Melissa Diaz,Freshman,Math,MATH101,1/18/2023,Late,96
S0913,Denise Amy Leonard,Junior,Math,MATH101,10/28/2023,Absent,65
S1313,Nathaniel Cynthia Bell,Sophomore,Math,MATH101,12/5/2023,Present,82
S1805,Lauren David Miller,Junior,Biology,BIO101,7/15/2023,Excused,78
S0850,Louis Melanie Mccarthy,Junior,Math,MATH101,8/5/2023,Present,83
S1415,James Ashley Perez,Senior,Math,MATH101,10/2/2023,Absent,92
S0897,Stephanie Connie Whitehead,Sophomore,Chemistry,CHEM101,11/18/2023,Absent,68
S1302,Vanessa Keith White,Senior,English,ENG101,11/3/2023,Excused,87
S0283,Emily Julie Nguyen,Sophomore,Math,MATH101,8/29/2023,Late,54
S1338,Jason Jason Lowe,Senior,English,ENG101,5/25/2023,Excused,60
S0722,William Alison Gray,Sophomore,Biology,BIO101,12/31/2023,Present,54
S0882,Lori Julie Weaver,Junior,Chemistry,CHEM101,7/2/2023,Absent,90
S1478,Kelsey Thomas Farmer,Senior,Math,MATH101,8/31/2023,Excused,95
S1905,Michele Trevor Lopez,Sophomore,Math,MATH101,5/5/2023,Absent,79
S1208,Kenneth Bradley Myers,Senior,Math,MATH101,9/26/2023,Absent,65
S0073,Tammy Stephen Smith,Sophomore,Physics,PHYS101,1/21/2023,Excused,99
S0559,Debra Ronald Garcia,Freshman,Physics,PHYS101,3/24/2023,Absent,96
S0364,Manuel Jennifer Johnson,Junior,Chemistry,CHEM101,10/19/2023,Present,51
S0235,Kenneth Jill Russell,Freshman,Biology,BIO101,9/14/2023,Absent,78
S0807,Isaac Jennifer Salas,Freshman,English,ENG101,7/13/2023,Absent,81
S1007,Sharon William Webb,Sophomore,Physics,PHYS101,11/1/2023,Absent,88
S1415,James Ashley Perez,Senior,English,ENG101,9/17/2023,Present,96
S0745,Todd Bridget Roach,Senior,English,ENG101,8/25/2023,Absent,54
S1227,Donna Shawn Gay,Senior,English,ENG101,10/2/2023,Excused,75
S1750,Wendy Anna Clark,Freshman,Chemistry,CHEM101,5/24/2023,Present,88
S0145,Jacob Stephanie Gomez,Sophomore,English,ENG101,8/28/2023,Absent,74
S0267,Nathan Sherry Long,Sophomore,English,ENG101,5/29/2023,Late,60
S1644,Jennifer Jennifer Griffin,Senior,Math,MATH101,3/3/2023,Late,55
S0873,Carla Lori Hoffman,Freshman,Physics,PHYS101,10/12/2023,Late,85
S1485,Michelle Kimberly Rogers,Junior,Math,MATH101,3/24/2023,Present,51
S1017,Harold Jessica Jones,Freshman,Biology,BIO101,6/22/2023,Late,79
S0288,Michael Jeff Quinn,Senior,Biology,BIO101,9/30/2023,Present,93
S0200,Brooke Robert Lee,Junior,English,ENG101,2/19/2023,Present,100
S0678,James Jeremy Gonzalez,Sophomore,Physics,PHYS101,3/17/2023,Present,82
S1408,Zachary Gregory Miller,Sophomore,Biology,BIO101,4/1/2023,Absent,53
S0962,Linda Gregory Robinson,Senior,Biology,BIO101,9/17/2023,Late,66
S0609,Kimberly Eric Garcia,Junior,English,ENG101,9/17/2023,Late,88
S1308,Alexis Susan Smith,Junior,Chemistry,CHEM101,2/13/2023,Present,59
S1749,Taylor Jason Ross,Junior,Biology,BIO101,10/21/2023,Late,89
S0526,Penny Emily Sanford,Freshman,Math,MATH101,11/15/2023,Absent,95
S0857,Richard Samantha Harris,Senior,Chemistry,CHEM101,1/16/2023,Absent,52
S1647,Thomas Brett Chambers,Junior,Math,MATH101,4/5/2023,Absent,76
S1255,Lisa Paul Quinn,Freshman,English,ENG101,12/22/2023,Excused,51
S1240,Brooke Amy Perez,Freshman,Biology,BIO101,1/9/2023,Present,58
S0719,Ryan Sharon Baker,Sophomore,Biology,BIO101,2/25/2023,Late,76
S1504,Kimberly Jeffrey Gill,Freshman,English,ENG101,5/11/2023,Present,78
S1970,Jessica Sara Rice,Junior,Math,MATH101,3/26/2023,Present,
S0710,Darrell Danielle Rogers,Sophomore,Math,MATH101,7/5/2023,Absent,62
S1127,Allen Alexis Short,Freshman,Physics,PHYS101,8/23/2023,Absent,52
S0530,Rebecca Denise Church,Junior,Biology,BIO101,11/9/2023,Excused,63
S1757,Linda Kristen Williams,Freshman,English,ENG101,12/22/2023,Late,50
S0966,Zachary Ethan White,Freshman,Physics,PHYS101,8/10/2023,Present,63
S1150,Chad Kenneth Parker,Junior,Biology,BIO101,2/26/2023,Excused,91
S1435,Pamela Don Roberts,Senior,Physics,PHYS101,12/20/2023,Excused,95
S1596,Ann Dawn Lucas,Sophomore,English,ENG101,1/20/2023,Excused,87
S0183,William Sara Booker,Freshman,Math,MATH101,12/5/2023,Excused,89
S1782,Nicholas Charles Moore,Senior,Physics,PHYS101,10/23/2023,Excused,65
S1524,Steven Donald Dixon,Sophomore,Math,MATH101,11/7/2023,Present,65
S1245,Lawrence Margaret Roberts,Freshman,Math,MATH101,9/6/2023,Late,52
S0645,Vanessa Karen Faulkner,Freshman,Physics,PHYS101,7/13/2023,Present,77
S1021,Anthony Anthony Rowe,Junior,English,ENG101,6/10/2023,Late,83
S0418,Lawrence Jennifer Lee,Junior,Chemistry,CHEM101,1/2/2023,Excused,52
S0660,Jason Tammy Barnett,Senior,English,ENG101,2/22/2023,Present,52
S1650,Andre Cheryl Thompson,Freshman,Biology,BIO101,3/6/2023,Excused,89
S1240,Brooke Amy Perez,Freshman,Biology,BIO101,5/29/2023,Absent,85
S0171,John Jose Kennedy,Freshman,Chemistry,CHEM101,8/8/2023,Present,62
S0335,Lauren Aaron Stone,Senior,Physics,PHYS101,7/10/2023,Absent,59
S1209,Darrell Brittany Pugh,Freshman,English,ENG101,11/4/2023,Absent,51
S1995,Adam Kelly Sherman,Sophomore,Chemistry,CHEM101,2/13/2023,Late,90
S0492,Teresa Lori Perez,Junior,Biology,BIO101,6/3/2023,Present,83
S0826,Megan Melinda Freeman,Freshman,English,ENG101,7/29/2023,Late,91
S1762,Douglas Samuel Winters,Freshman,Physics,PHYS101,10/5/2023,Late,77
S0275,Patrick Theresa Berry,Junior,Math,MATH101,8/1/2023,Absent,53
S0259,Alexander Clarence Davis,Sophomore,Biology,BIO101,3/31/2023,Excused,88
S0869,Gary Daniel Spencer,Senior,English,ENG101,10/19/2023,Present,74
S1853,Randy Diana Davidson,Senior,Biology,BIO101,12/12/2023,Present,85
S0420,Sabrina Rachel Gross,Sophomore,Biology,BIO101,2/23/2023,Absent,83
S0965,Wendy Samantha Snyder,Junior,Biology,BIO101,2/17/2023,Late,62
S0228,Gregory Anna Mccarty,Freshman,English,ENG101,1/7/2023,Late,99
S1565,Kevin Lisa Valencia,Junior,Biology,BIO101,7/20/2023,Late,52
S1931,Heather Stephen Martinez,Freshman,Chemistry,CHEM101,1/17/2023,Excused,78
S0713,Joseph Richard Taylor,Freshman,English,ENG101,11/2/2023,Absent,93
S0952,Bobby Jacqueline Miller,Senior,English,ENG101,10/27/2023,Excused,68
S1326,Donald Lydia Ramos,Freshman,Math,MATH101,1/17/2023,Absent,95
S1696,Lisa Amanda Ramirez,Freshman,English,ENG101,7/11/2023,Late,56
S0701,Alyssa Joshua Forbes,Junior,Physics,PHYS101,12/23/2023,Excused,99
S1862,Jonathan Jesus Rojas,Junior,Math,MATH101,5/29/2023,Absent,71
S1415,James Ashley Perez,Senior,Physics,PHYS101,3/1/2023,Excused,100
S0265,Willie Brittany Johnston,Sophomore,Math,MATH101,9/25/2023,Excused,87
S1845,Diane Tony Browning,Junior,Math,MATH101,1/29/2023,Excused,87
S0534,Stephen Jeffrey Nash,Junior,Biology,BIO101,8/9/2023,Late,94
S1937,Joseph Eric Morgan,Sophomore,Chemistry,CHEM101,9/15/2023,,80
S0633,Scott Adam Norton,Sophomore,Biology,BIO101,7/29/2023,Excused,51
S1770,James Julie Payne,Senior,Math,MATH101,11/24/2023,Late,99
S1595,Danny Lauren Andrews,Senior,Biology,BIO101,4/21/2023,Absent,57
S1981,Omar Evan Valenzuela,Freshman,Physics,PHYS101,4/7/2023,Late,54
S1618,Alexander Natasha Ball,Freshman,Chemistry,CHEM101,11/3/2023,Absent,91
S1771,Michael Jessica Clayton,Junior,Physics,PHYS101,10/7/2023,Excused,77
S1974,Jessica Seth Henry,Junior,Biology,BIO101,3/11/2023,Late,54
S1416,Karen James Ruiz,Freshman,Biology,BIO101,8/22/2023,Excused,75
S1555,Brent Sarah Collins,Sophomore,Chemistry,CHEM101,4/17/2023,Present,95
S0127,Jack Scott Townsend,Senior,English,ENG101,1/10/2023,Present,90
S1965,Matthew Leah Reed,Senior,Physics,PHYS101,8/19/2023,Excused,81
S0289,Maria Alexa Castro,Senior,Biology,BIO101,2/18/2023,Late,62
S1258,Aaron Samantha Ford,Freshman,Chemistry,CHEM101,4/28/2023,Excused,60
